date,equity,cash,n_positions,buyhold_equity
2024-10-11,1239562.7295348912,156537.15240446126,3,1190126.8271542904
2024-10-14,1242054.6694561597,156537.15240446126,3,1197896.1465799983
2024-10-15,1241244.5767355415,156537.15240446126,3,1196375.615669348
2024-10-16,1230161.0443156708,156537.15240446126,3,1195037.4772974183
2024-10-17,1230828.745182286,156537.15240446126,3,1194449.7837075137
2024-10-18,1226968.612319341,156537.15240446126,3,1191109.5534485267
2024-10-21,1224095.6091117337,156537.15240446126,3,1192296.197667679
2024-10-22,1229568.7349317332,156537.15240446126,3,1193532.5247976268
2024-10-23,1240000.1194336237,156537.15240446126,3,1193662.8106100915
2024-10-24,1247206.2165861733,156537.15240446126,3,1199059.1341504145
2024-10-25,1237057.4985563194,156537.15240446126,3,1196325.8486781623
2024-10-28,1244201.4540364982,156537.15240446126,3,1207640.9684198608
2024-10-29,1250070.9127378447,156537.15240446126,3,1214427.646723087
2024-10-30,1239663.9928819654,156537.15240446126,3,1206836.5724433
2024-10-31,1239754.8547832856,156537.15240446126,3,1208606.4573050444
2024-11-01,1245881.983338346,156537.15240446126,3,1214029.7757139173
2024-11-04,1237415.3193992383,156537.15240446126,3,1215150.5406582707
2024-11-05,1231522.1675406166,156537.15240446126,3,1210064.4116824225
2024-11-06,1237382.1224997914,156537.15240446126,3,1216173.6542634058
2024-11-07,1249059.499201662,156537.15240446126,3,1221611.2396175389
2024-11-08,1248705.320452348,156537.15240446126,3,1222294.6163536
2024-11-11,1259400.1847771516,156537.15240446126,3,1227024.6506044774
2024-11-12,1266882.7004657506,156537.15240446126,3,1230627.5979217775
2024-11-13,1261795.352696702,156537.15240446126,3,1226864.9108282225
2024-11-14,1263170.4300732196,156537.15240446126,3,1226043.659513405
2024-11-15,1257222.4102578843,156537.15240446126,3,1229191.6133909312
2024-11-18,1268525.2830450109,156537.15240446126,3,1231818.1825139814
2024-11-19,1272302.904008399,156537.15240446126,3,1231914.494236815
2024-11-20,1283361.2048167042,156537.15240446126,3,1238805.1434515775
2024-11-21,1292547.5533826395,156537.15240446126,3,1246035.9065284925
2024-11-22,1299788.0375820282,156537.15240446126,3,1249253.206834714
2024-11-25,1299719.7605050048,156537.15240446126,3,1250434.54834272
2024-11-26,1307123.9512366343,156537.15240446126,3,1249230.106373524
2024-11-27,1303004.845869423,156537.15240446126,3,1251153.944589354
2024-11-28,1307770.0141294303,156537.15240446126,3,1250545.7793781108
2024-11-29,1302534.0320970053,156537.15240446126,3,1252018.4055986265
2024-12-02,1301169.6997016391,156537.15240446126,3,1247659.9467917306
2024-12-03,1302340.0843780397,156537.15240446126,3,1246475.6017409265
2024-12-04,1318359.5372428165,156537.15240446126,3,1251221.5334793827
2024-12-05,1311129.9178787519,156537.15240446126,3,1249765.515561837
2024-12-06,1326200.693770496,156537.15240446126,3,1251636.480314859
2024-12-09,1322372.0418505324,156537.15240446126,3,1244947.2226021287
2024-12-10,1325593.3720723612,156537.15240446126,3,1246811.9604999456
2024-12-11,1320437.8057180494,156537.15240446126,3,1239634.8778342863
2024-12-12,1324628.9642392958,156537.15240446126,3,1240151.983337489
2024-12-13,1319511.4806241596,156537.15240446126,3,1236918.9549617597
2024-12-16,1314750.2262049236,156537.15240446126,3,1240900.6679538111
2024-12-17,1311672.2943103604,156537.15240446126,3,1241900.2303424196
2024-12-18,1313991.96640386,156537.15240446126,3,1241697.9463897587
2024-12-19,1321487.410681661,156537.15240446126,3,1244454.5716465479
2024-12-20,1329635.6092606012,156537.15240446126,3,1258347.160865335
2024-12-23,1330591.3430357287,156537.15240446126,3,1259674.1737213454
2024-12-24,1334160.229649349,156537.15240446126,3,1260047.9403133257
2024-12-25,1328956.124026943,272561.5475388175,3,1259516.9664571262
2024-12-26,1326420.2393807352,149596.69148967863,3,1258299.9536574683
2024-12-27,1330410.4975488882,149596.69148967863,3,1262720.8471555696
2024-12-30,1331656.6747540042,149596.69148967863,3,1266781.37348049
2024-12-31,1339361.6321790612,149596.69148967863,3,1270034.217134605
2025-01-01,1333630.756000615,149596.69148967863,3,1269224.7939702114
2025-01-02,1337676.6458022392,149596.69148967863,3,1278438.557124712
2025-01-03,1330758.5941812992,149596.69148967863,3,1272884.2464995675
2025-01-06,1333441.987696659,149596.69148967863,3,1268384.3892055012
2025-01-07,1339323.924115388,149596.69148967863,3,1267714.4353013495
2025-01-08,1337647.1333088016,149596.69148967863,3,1271166.6553046866
2025-01-09,1332457.3369721947,149596.69148967863,3,1265635.9083330121
2025-01-10,1338576.796000134,149596.69148967863,3,1265982.3015007747
2025-01-13,1341834.7040658202,149596.69148967863,3,1264510.0788864393
2025-01-14,1349329.5468647066,149596.69148967863,3,1264507.3748069163
2025-01-15,1345959.7415978836,149596.69148967863,3,1261459.3171534452
2025-01-16,1335296.1145633745,149596.69148967863,3,1252970.882877063
2025-01-17,1349636.189483068,149596.69148967863,3,1262143.0512540028
2025-01-20,1340911.1830526374,149596.69148967863,3,1256453.9525776694
2025-01-21,1335343.303375384,149596.69148967863,3,1257774.2449171667
2025-01-22,1334683.7222531307,149596.69148967863,3,1261100.6650490873
2025-01-23,1334942.8195701472,149596.69148967863,3,1265261.222934017
2025-01-24,1342070.8844430123,149596.69148967863,3,1271334.024268629
2025-01-27,1337491.1144698842,149596.69148967863,3,1270133.2747372023
2025-01-28,1335089.266456044,149596.69148967863,3,1270393.711379253
2025-01-29,1320958.7505548785,149596.69148967863,3,1262707.018855854
2025-01-30,1327741.1364826467,149596.69148967863,3,1258481.3170137014
2025-01-31,1343039.7310132182,149596.69148967863,3,1267927.792373435
2025-02-03,1350202.8661544637,149596.69148967863,3,1271921.1423728697
2025-02-04,1359038.3449141553,149596.69148967863,3,1277617.0574300091
2025-02-05,1359066.0697227817,149596.69148967863,3,1280474.549040325
2025-02-06,1369134.321668984,149596.69148967863,3,1280868.0084029317
2025-02-07,1382910.3691147722,149596.69148967863,3,1288336.1711148336
2025-02-10,1370697.1736243486,149596.69148967863,3,1290198.3483544688
2025-02-11,1373932.0143976484,149596.69148967863,3,1286562.7890145066
2025-02-12,1369748.218844935,149596.69148967863,3,1285724.5907727391
2025-02-13,1365716.577502638,149596.69148967863,3,1287062.3888429832
2025-02-14,1358247.5330136372,149596.69148967863,3,1283716.1533270462
2025-02-17,1355491.7897905805,149596.69148967863,3,1278847.4332668192
2025-02-18,1364755.1658414754,149596.69148967863,3,1283677.963880434
2025-02-19,1367910.4865146477,149596.69148967863,3,1285562.7120419897
2025-02-20,1372201.729634529,149596.69148967863,3,1284646.226041228
2025-02-21,1372885.0649771725,149596.69148967863,3,1283224.4069552445
2025-02-24,1385509.5997816327,149596.69148967863,3,1283258.6932301428
2025-02-25,1381215.4766382321,149596.69148967863,3,1283868.2035257204
2025-02-26,1391335.1029931686,149596.69148967863,3,1284169.07961319
2025-02-27,1384579.3025887732,149596.69148967863,3,1282413.664054756
2025-02-28,1398789.178485716,149596.69148967863,3,1289671.2058324674
2025-03-03,1400253.5460241262,149596.69148967863,3,1293757.1433632586
2025-03-04,1400120.3049099976,149596.69148967863,3,1295618.9070666172
2025-03-05,1396294.6158305511,149596.69148967863,3,1296902.7508959463
2025-03-06,1397159.7196140464,149596.69148967863,3,1297222.9017563649
2025-03-07,1401873.1067362132,149596.69148967863,3,1295685.0619964143
2025-03-10,1401455.0601405043,149596.69148967863,3,1296101.3080680368
2025-03-11,1396366.8457919823,149596.69148967863,3,1296846.1502155296
2025-03-12,1405930.040655034,149596.69148967863,3,1294057.8677588145
2025-03-13,1403743.782005448,149596.69148967863,3,1294327.7867783024
2025-03-14,1412305.6077191264,149596.69148967863,3,1299369.8850852489
2025-03-17,1409444.9834669884,149596.69148967863,3,1298627.8550386159
2025-03-18,1416274.0423436041,149596.69148967863,3,1299832.8442441928
2025-03-19,1417342.1590679446,149596.69148967863,3,1292131.8577649475
2025-03-20,1400525.0280466757,149596.69148967863,3,1283380.9696047786
2025-03-21,1402076.5281352582,149596.69148967863,3,1279565.364851044
2025-03-24,1398233.3658697924,149596.69148967863,3,1275867.9759420264
2025-03-25,1398544.3497020414,149596.69148967863,3,1277164.6134823617
2025-03-26,1401164.7463582838,149596.69148967863,3,1272058.7315537771
2025-03-27,1404248.4948099281,149596.69148967863,3,1270115.2504426702
2025-03-28,1418164.443045779,149596.69148967863,3,1277305.388396356
2025-03-31,1425724.9564117587,149596.69148967863,3,1278071.5558674415
2025-04-01,1432237.8527709148,149596.69148967863,3,1282883.4018271908
2025-04-02,1428442.8258080746,149596.69148967863,3,1276346.5516373548
2025-04-03,1439543.7220447273,149596.69148967863,3,1277431.6678719665
2025-04-04,1445029.3533615274,149596.69148967863,3,1280509.5307250204
2025-04-07,1451155.8382398442,149596.69148967863,3,1281292.0374063728
2025-04-08,1454320.9748713018,149596.69148967863,3,1278579.9238413142
2025-04-09,1450878.298036025,149596.69148967863,3,1279739.015308276
2025-04-10,1459226.9181158936,149596.69148967863,3,1288166.1996683711
2025-04-11,1448985.479501709,149596.69148967863,3,1285533.1600968123
2025-04-14,1433965.7588035928,149596.69148967863,3,1280840.1882578742
2025-04-15,1439764.2053943486,149596.69148967863,3,1283371.630702681
2025-04-16,1426562.2361848962,149596.69148967863,3,1277628.8931305183
2025-04-17,1413617.9374099714,149596.69148967863,3,1273530.937497985
2025-04-18,1414999.3735220537,149596.69148967863,3,1277285.0667770903
2025-04-21,1415886.164260132,149596.69148967863,3,1279201.8354663348
2025-04-22,1414171.908296324,149596.69148967863,3,1281260.6869936574
2025-04-23,1409620.3505984335,149596.69148967863,3,1281361.6856923858
2025-04-24,1404229.3087192683,149596.69148967863,3,1280208.3004937496
2025-04-25,1419550.6617857842,149596.69148967863,3,1287834.4782219664
2025-04-28,1423099.080717999,149596.69148967863,3,1288887.8908042496
2025-04-29,1419233.7023543995,149596.69148967863,3,1290470.73462442
2025-04-30,1419890.341787547,149596.69148967863,3,1286501.8743274433
2025-05-01,1422694.0042392914,149596.69148967863,3,1285450.67408745
2025-05-02,1419754.643492582,149596.69148967863,3,1287829.9611025993
2025-05-05,1417206.1316856025,149596.69148967863,3,1288531.8173762641
2025-05-06,1413661.0160988474,149596.69148967863,3,1286394.65750216
2025-05-07,1414480.4386705412,149596.69148967863,3,1293782.2296749116
2025-05-08,1410737.5652525446,149596.69148967863,3,1296403.8374683028
2025-05-09,1405927.5366466779,149596.69148967863,3,1295201.6393900758
2025-05-12,1401843.1853882668,149596.69148967863,3,1299041.902164967
2025-05-13,1404721.5868850353,149596.69148967863,3,1301184.0279863297
2025-05-14,1408613.7011927762,149596.69148967863,3,1303232.7655697516
2025-05-15,1406790.2869733032,149596.69148967863,3,1303097.5387434496
2025-05-16,1396994.143189232,149596.69148967863,3,1300031.8595957486
2025-05-19,1391592.3820819976,149596.69148967863,3,1299598.2768377033
2025-05-20,1390805.5762401384,149596.69148967863,3,1301706.1789573715
2025-05-21,1392419.0671930017,149596.69148967863,3,1300914.7781163175
2025-05-22,1384555.1809409459,149596.69148967863,3,1289766.214240276
2025-05-23,1393182.1162157198,149596.69148967863,3,1291375.860122837
2025-05-26,1396301.1646429372,149596.69148967863,3,1297549.4145219289
2025-05-27,1392092.8125513135,149596.69148967863,3,1292395.267717315
2025-05-28,1381276.3361205875,149596.69148967863,3,1293742.0245571116
2025-05-29,1377498.9823694075,149596.69148967863,3,1293732.1866702987
2025-05-30,1383042.3280082988,149596.69148967863,3,1297786.2488744045
2025-06-02,1386856.5899182984,149596.69148967863,3,1300006.8284491384
2025-06-03,1391107.148848784,149596.69148967863,3,1305773.1322178943
2025-06-04,1394700.625643476,149596.69148967863,3,1304012.4366528005
2025-06-05,1388947.864783043,149596.69148967863,3,1303357.1256760145
2025-06-06,1386740.7699348037,149596.69148967863,3,1298449.2439082481
2025-06-09,1387546.2715739757,149596.69148967863,3,1297780.7350170286
2025-06-10,1392018.1444055103,149596.69148967863,3,1300702.6481721275
2025-06-11,1405174.5136672694,149596.69148967863,3,1305010.4300233414
2025-06-12,1398404.698527394,149596.69148967863,3,1298704.211164689
2025-06-13,1389826.104560811,149596.69148967863,3,1299623.263619184
2025-06-16,1377362.6436151708,149596.69148967863,3,1294630.9639632597
2025-06-17,1380040.213481062,149596.69148967863,3,1295781.1020749214
2025-06-18,1374146.2576880506,149596.69148967863,3,1298449.4274515368
2025-06-19,1379263.715521152,149596.69148967863,3,1292465.6607506964
2025-06-20,1367157.6338600423,149596.69148967863,3,1286704.5441451238
2025-06-23,1369026.1616003367,149596.69148967863,3,1290742.594612432
2025-06-24,1367300.4404683523,149596.69148967863,3,1294063.5424489924
2025-06-25,1349528.0714353835,149596.69148967863,3,1285953.495077049
2025-06-26,1359827.7089113982,149596.69148967863,3,1280314.5782231423
2025-06-27,1347727.9649935528,149596.69148967863,3,1275164.8428085125
